Community,House_type,Listing_price,Sigma_estimate,Sold_price,Bedroom,Washroom,Parking,Tax,Maintenance,Size,Days_on_market,Exposure,heat,water,hydro,Size_cat
Rosedale-Moore Park - Toronto,Condo Apt,675000,636163,681000.0,2.0,2,0,2667.0,657.0,700.0,19,W,1,1,1,"[700, 800)"
Bay Street Corridor - Toronto,Condo Apt,629000,624886,595880.0,1.0,1,0,2501.0,376.0,500.0,22,N,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,668000,649467,630000.0,1.33,1,0,2322.5,445.0,600.0,22,W,0,0,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,679000,664819,670000.0,1.33,1,0,2549.0,398.0,500.0,24,N,1,0,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,649900,651776,605000.0,1.33,1,1,2202.0,725.0,600.0,43,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,642000,629916,635000.0,1.33,1,0,2237.0,574.0,600.0,46,NW,1,1,1,"[600, 700)"
High Park North - Toronto,Condo Apt,699900,683263,660000.0,2.0,2,1,2399.0,722.0,800.0,57,NW,1,1,0,"[800, 900)"
Annex - Toronto,Condo Apt,488000,576691,568000.0,1.0,1,0,2418.0,344.0,0.0,76,S,0,0,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,649900,650876,675000.0,1.33,1,1,2801.0,483.0,600.0,93,W,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,635000,624444,608000.0,1.0,1,0,2189.0,342.0,500.0,107,W,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,589000,691918,665000.0,1.33,2,1,2387.0,422.0,700.0,120,S,1,1,0,"[700, 800)"
Niagara - Toronto,Condo Apt,659000,645767,665000.0,1.33,1,1,2483.0,426.0,600.0,0,S,1,1,0,"[600, 700)"
Lawrence Park South - Toronto,Condo Apt,628000,588339,620000.0,1.0,1,1,2801.0,492.0,500.0,1,W,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,699000,703056,845000.0,2.0,1,1,2910.0,641.0,800.0,1,S,1,1,0,"[800, 900)"
Bay Street Corridor - Toronto,Condo Apt,648800,636549,648000.0,1.33,1,0,2699.0,350.0,500.0,2,W,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,559900,550110,626000.0,1.33,1,1,1913.0,491.0,600.0,1,W,1,1,0,"[600, 700)"
Waterfront Communities C8 - Toronto,Condo Apt,599000,621513,606800.0,1.33,2,0,2219.0,495.0,600.0,5,S,1,1,0,"[600, 700)"
Mount Pleasant East - Toronto,Condo Apt,699000,690599,725000.0,2.0,2,0,3112.0,544.0,700.0,2,NW,0,0,0,"[700, 800)"
Church-Yonge Corridor - Toronto,Condo Apt,589000,584439,587000.0,1.0,1,1,2339.0,579.0,600.0,3,SE,0,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,579000,578741,565000.0,1.0,1,1,2021.0,392.0,500.0,9,W,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,649999,638411,650000.0,1.33,1,0,2322.5,484.4277620396601,600.0,7,S,0,0,0,"[600, 700)"
North St. James Town - Toronto,Condo Apt,699000,678547,720000.0,1.0,1,1,2645.0,490.0,700.0,7,E,0,1,0,"[700, 800)"
Regent Park - Toronto,Condo Apt,598888,587416,662000.0,1.33,1,1,2177.0,435.0,600.0,7,W,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,625000,608246,600000.0,1.33,1,1,2087.0,523.0,600.0,8,N,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,589000,578444,580000.0,1.0,1,0,1900.0,351.0,0.0,8,N,0,1,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,595000,584141,586000.0,1.33,1,0,2039.0,495.0,700.0,9,SW,1,1,0,"[700, 800)"
Roncesvalles - Toronto,Condo Apt,619900,619253,619900.0,1.33,1,1,1859.0,510.0,500.0,16,W,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,566000,550966,550000.0,1.0,1,0,1715.0,314.0,500.0,21,W,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,660000,645350,650000.0,1.33,1,1,2141.0,518.0,600.0,21,SW,1,1,0,"[600, 700)"
North St. James Town - Toronto,Condo Apt,649000,637388,622500.0,1.33,1,0,2387.0,482.0,600.0,24,W,0,0,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,599900,565654,580000.0,1.33,1,1,2039.0,612.0,580.0,48,S,0,1,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,579000,562494,580000.0,1.0,1,0,1937.0,359.0,600.0,52,W,1,1,0,"[600, 700)"
Regent Park - Toronto,Condo Apt,598888,577452,585000.0,1.33,1,0,1789.0,346.0,500.0,70,E,1,1,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,625000,595107,605000.0,1.33,1,0,2483.0,410.0,500.0,120,E,0,0,0,"[500, 600)"
Regent Park - Toronto,Condo Apt,559000,552217,559000.0,1.0,1,0,1823.0,438.0,500.0,2,S,1,1,0,"[500, 600)"
Regent Park - Toronto,Condo Apt,599000,590610,615000.0,1.33,1,1,2105.0,490.0,600.0,1,S,1,1,0,"[600, 700)"
Little Portugal - Toronto,Condo Apt,619000,604559,626126.0,1.33,1,0,2202.0,450.0,600.0,3,S,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,595000,594225,653000.0,2.0,2,1,2122.0,534.0,700.0,3,SE,1,1,0,"[700, 800)"
Kensington-Chinatown - Toronto,Condo Apt,649000,638199,660000.0,1.33,1,1,2537.0,574.0,600.0,5,E,1,1,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,624900,617763,641000.0,1.33,1,1,2498.0,617.0,600.0,7,S,1,1,0,"[600, 700)"
The Beaches - Toronto,Condo Apt,629000,612653,626500.0,1.33,1,1,2194.0,591.0,600.0,8,N,0,1,0,"[600, 700)"
Mount Pleasant East - Toronto,Condo Apt,619000,613435,608850.0,1.33,1,1,2888.0,608.0,600.0,10,W,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,624000,611318,610000.0,1.33,1,1,2193.0,403.0,600.0,12,W,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,559900,542784,545000.0,1.0,1,0,1838.0,323.0,500.0,13,S,0,1,0,"[500, 600)"
Briar Hill-Belgravia - Toronto,Condo Apt,579000,572884,569000.0,2.0,1,1,1619.0,789.0,1000.0,15,W,1,1,1,"[1000, 1100)"
Waterfront Communities C1 - Toronto,Condo Apt,689000,679400,667000.0,1.33,1,1,2291.0,604.0,700.0,15,SW,1,1,1,"[700, 800)"
Niagara - Toronto,Condo Apt,579800,581610,570000.0,1.33,1,1,2004.0,628.0,700.0,15,NW,0,1,0,"[700, 800)"
Niagara - Toronto,Condo Apt,558800,537529,537000.0,1.0,1,0,1727.0,316.0,500.0,19,S,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,688000,684724,683000.0,2.33,2,1,2417.0,618.0,700.0,23,SW,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,639000,640162,630000.0,1.33,1,1,2041.0,462.0,600.0,24,W,1,1,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,649000,640486,645000.0,1.33,2,0,2387.0,437.0,600.0,48,W,1,1,0,"[600, 700)"
Trinity-Bellwoods - Toronto,Condo Apt,595000,632870,595000.0,2.0,1,0,2506.0,515.0,600.0,56,W,0,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,699900,704225,699900.0,2.0,2,0,2993.0,710.0,800.0,75,NE,1,1,1,"[800, 900)"
Waterfront Communities C8 - Toronto,Condo Apt,675000,655050,665000.0,1.33,1,0,1629.0,504.0,600.0,86,E,0,0,0,"[600, 700)"
University - Toronto,Condo Apt,575000,544531,535000.0,1.0,1,0,2082.0,371.0,500.0,87,S,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,619000,601874,570000.0,1.33,1,0,2390.0,670.0,500.0,133,N,1,1,1,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,599900,604363,660000.0,1.0,1,0,2470.0,486.0,600.0,1,S,1,1,0,"[600, 700)"
Trinity-Bellwoods - Toronto,Condo Apt,609999,604246,604000.0,1.33,1,0,2038.0,496.0,500.0,4,W,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Townhouse,699900,693914,765000.0,2.0,1,1,2639.0,462.0,800.0,6,N,1,1,1,"[800, 900)"
Bay Street Corridor - Toronto,Condo Apt,619900,599598,610000.0,1.0,1,0,2549.0,541.0,500.0,7,S,1,1,0,"[500, 600)"
South Riverdale - Toronto,Condo Townhouse,559000,577161,565000.0,1.0,1,1,1865.0,209.0,0.0,8,W,0,1,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,565000,544268,581500.0,1.0,1,0,1847.0,319.0,500.0,8,W,1,1,0,"[500, 600)"
Waterfront Communities C8 - Toronto,Condo Apt,678000,681475,668800.0,1.33,2,0,2197.8396946564885,375.0,500.0,12,W,1,1,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,649000,635648,628000.0,1.33,1,1,2322.5,378.0,600.0,12,SE,0,0,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,625000,622518,630000.0,1.33,1,1,2977.0,546.0,600.0,12,N,1,1,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,649000,636944,645000.0,1.33,1,1,2639.0,411.0,600.0,18,W,1,0,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,665000,652639,645000.0,1.0,2,1,2621.0,725.0,800.0,20,S,1,1,1,"[800, 900)"
Waterfront Communities C8 - Toronto,Condo Apt,699000,704097,682000.0,1.33,2,0,3052.0,542.0,700.0,23,S,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,609000,601031,600000.0,1.33,1,0,2513.0,317.0,500.0,31,S,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,575000,559455,548000.0,1.0,1,0,2059.0,344.0,500.0,41,SE,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,639999,628567,630000.0,1.33,1,0,2399.0,517.0,600.0,55,N,0,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,689900,651792,625600.0,2.0,2,1,2356.0,663.0,815.0,58,SW,1,1,0,"[800, 900)"
Mount Pleasant West - Toronto,Condo Apt,599000,595868,595000.0,1.33,1,0,2267.0,334.0,500.0,68,NW,0,0,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,608888,597146,573000.0,1.0,1,0,2630.0,414.0,500.0,75,N,0,0,0,"[500, 600)"
Casa Loma - Toronto,Condo Apt,699900,721941,688000.0,2.0,2,1,3017.0,812.0,700.0,77,SE,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,579000,564375,565000.0,1.33,1,0,1877.0,394.0,500.0,123,SE,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,620000,605280,605800.0,1.33,1,1,2399.0,573.0,600.0,137,NE,0,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,629900,606916,630000.0,1.33,1,0,2197.8396946564885,411.62589928057554,500.0,0,SW,0,0,0,"[500, 600)"
Waterfront Communities C8 - Toronto,Condo Apt,565000,544747,568000.0,1.0,1,1,1769.0,454.0,500.0,4,N,1,1,0,"[500, 600)"
Caledonia-Fairbank - Toronto,Detached,649900,665759,743000.0,1.0,1,0,2951.0,760.2142857142857,900.0,5,SW,0,0,0,"[900, 1000)"
Kensington-Chinatown - Toronto,Condo Apt,620000,604363,596000.0,1.0,1,1,2585.0,509.0,600.0,6,W,0,0,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,584900,556743,565000.0,1.33,1,0,1931.0,488.0,500.0,10,W,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Townhouse,589000,580230,575000.0,1.0,1,1,2165.0,419.0,500.0,13,E,0,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,697000,684985,685000.0,1.33,1,1,2339.0,528.0,700.0,13,SW,1,1,1,"[700, 800)"
Bay Street Corridor - Toronto,Condo Apt,699999,716065,853000.0,2.33,2,1,4112.0,961.0,900.0,15,S,1,1,0,"[900, 1000)"
Waterfront Communities C1 - Toronto,Condo Apt,699000,658472,669000.0,1.33,1,1,2762.0,676.0,600.0,19,N,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,568000,551966,561200.0,1.0,1,0,1943.0,364.0,500.0,46,S,1,1,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,679000,659267,675000.0,1.33,1,0,2371.0,388.0,500.0,57,S,1,0,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,696800,675416,672000.0,1.0,1,1,2723.0,356.0,500.0,62,S,1,1,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,638800,640447,628000.0,1.33,1,1,3182.0,561.0,600.0,63,S,1,0,0,"[600, 700)"
University - Toronto,Condo Apt,605000,579142,576600.0,1.0,1,0,2254.0,411.0,500.0,84,S,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,639000,605078,617500.0,1.0,1,0,2531.0,301.0,500.0,102,N,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,720900,695105,673500.0,2.33,2,1,2786.0,630.0,800.0,122,E,1,1,0,"[800, 900)"
Niagara - Toronto,Condo Apt,599000,591607,660000.0,1.0,1,1,1991.0,411.0,500.0,3,SW,1,1,0,"[500, 600)"
Rockcliffe-Smythe - Toronto,Condo Apt,599900,591333,590000.0,2.0,2,1,1841.0,747.0,1000.0,4,N,1,1,1,"[1000, 1100)"
Casa Loma - Toronto,Condo Apt,599900,589424,580000.0,1.33,1,0,2399.0,486.0,600.0,8,N,0,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,588888,571564,575888.0,1.0,1,0,1781.0,353.0,500.0,16,N,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,578800,568652,568000.0,1.0,1,1,2027.0,450.0,500.0,20,NW,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,699000,657415,650000.0,1.33,1,0,2570.0,376.0,600.0,86,N,1,0,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,614000,595471,605000.0,1.33,1,0,2399.0,387.0,600.0,1,SW,0,0,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,699000,717989,800000.0,2.0,1,1,3472.0,693.0,700.0,1,NE,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,579900,559211,555000.0,1.0,1,0,1949.0,360.0,500.0,11,N,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,578000,558808,565000.0,1.0,1,0,2297.0,298.0,0.0,15,W,1,1,0,"[0, 500)"
Rockcliffe-Smythe - Toronto,Condo Apt,619000,619135,580000.0,3.0,2,1,1979.0,805.0,1200.0,18,E,1,1,1,"[1100, 1500)"
Waterfront Communities C1 - Toronto,Condo Apt,678800,670606,655000.0,1.33,1,1,2300.0,581.0,600.0,21,W,1,1,1,"[600, 700)"
Dufferin Grove - Toronto,Condo Apt,567777,570475,553000.0,1.0,1,1,1715.0,380.0,500.0,40,SE,1,1,0,"[500, 600)"
South Riverdale - Toronto,Condo Apt,569000,563773,566500.0,1.0,1,0,2080.288888888889,321.0,0.0,0,W,1,1,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,684900,662581,692000.0,1.33,1,0,2705.0,466.0,600.0,0,S,1,1,0,"[600, 700)"
Waterfront Communities C8 - Toronto,Condo Apt,584900,577062,610000.0,1.33,2,0,2219.0,495.0,600.0,1,N,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,569000,552494,571000.0,1.0,1,0,1967.0,320.0,0.0,3,N,1,1,0,"[0, 500)"
East End-Danforth - Toronto,Condo Apt,639900,644453,635000.0,2.0,2,1,3011.0,446.0,700.0,9,E,0,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,560000,539301,558000.0,1.0,1,1,1757.0,392.0,500.0,10,E,1,1,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,633800,609676,628000.0,1.33,1,0,2267.0,505.0,600.0,14,W,1,1,0,"[600, 700)"
Junction Area - Toronto,Condo Apt,569900,556707,555000.0,1.0,1,1,1739.0,295.0,500.0,18,S,0,1,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,668000,653456,660000.0,2.0,2,0,2372.0,456.0,700.0,32,W,1,1,0,"[700, 800)"
Moss Park - Toronto,Condo Apt,578000,538869,542000.0,1.0,1,0,2048.0,361.0,500.0,56,W,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,590570,585000.0,1.0,1,1,2093.0,631.0,600.0,59,N,1,1,1,"[600, 700)"
North St. James Town - Toronto,Condo Apt,629000,609231,617000.0,1.33,1,1,2333.0,452.0,600.0,67,N,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,589900,581509,575000.0,1.33,1,0,1997.0,495.0,700.0,68,SE,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,650000,543738,530000.0,1.0,1,0,2197.8396946564885,375.0,500.0,74,S,0,0,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,618000,596123,583000.0,1.33,1,0,2540.0,410.0,500.0,81,W,0,0,0,"[500, 600)"
Waterfront Communities C8 - Toronto,Condo Apt,688000,656682,630000.0,1.33,1,1,2645.0,513.0,700.0,85,N,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,759000,692954,678000.0,1.33,2,0,2759.0,520.0,600.0,99,NE,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,649900,610203,630000.0,1.33,1,0,2201.0,361.0,600.0,103,SE,0,1,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,619000,572991,575000.0,1.33,1,0,2375.0,684.0,500.0,119,N,1,1,1,"[500, 600)"
Caledonia-Fairbank - Toronto,Semi-Detached,689900,749270,768800.0,3.33,2,0,2603.0,694.2727272727273,1300.0,9,N,0,0,0,"[1100, 1500)"
Waterfront Communities C8 - Toronto,Condo Apt,628888,614960,615000.0,1.33,1,0,2765.0,498.0,600.0,1,W,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,675000,663781,760188.0,1.33,1,1,2669.0,582.0,600.0,2,N,1,1,0,"[600, 700)"
North St. James Town - Toronto,Condo Apt,599900,589806,621000.0,1.0,1,1,2195.0,463.0,600.0,3,S,1,1,0,"[600, 700)"
Flemingdon Park - Toronto,Condo Apt,569000,564096,540100.0,3.0,2,1,1350.0,771.0,1200.0,3,NW,1,1,1,"[1100, 1500)"
Moss Park - Toronto,Condo Apt,679000,667992,660000.0,2.0,1,1,2705.0,699.0,755.0,7,E,1,1,1,"[700, 800)"
Niagara - Toronto,Condo Apt,569999,574536,575000.0,1.0,1,0,2491.0,395.0,600.0,8,SW,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,596509,585000.0,1.0,1,0,2465.0,522.0,500.0,8,E,1,1,0,"[500, 600)"
Regent Park - Toronto,Condo Apt,699900,680498,702000.0,2.0,1,1,2363.0,507.0,700.0,14,SW,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,649900,647120,629000.0,1.33,1,0,2945.0,530.0,600.0,20,N,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,558000,536854,529400.0,1.0,1,0,2118.0,349.0,500.0,32,N,1,1,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,699000,683843,630000.0,1.33,1,1,2327.0,432.0,600.0,35,N,0,1,0,"[600, 700)"
Waterfront Communities C8 - Toronto,Condo Apt,625000,621173,617500.0,1.0,1,1,3940.0,660.0,600.0,35,N,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,595000,581782,570800.0,1.0,1,1,2092.0,429.0,600.0,51,E,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,579000,554753,540000.0,1.0,1,0,1997.0,410.0,500.0,51,S,1,1,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,550000,546419,537500.0,1.0,1,1,2027.0,473.0,600.0,59,W,1,1,1,"[600, 700)"
Niagara - Toronto,Condo Apt,675000,665091,670000.0,1.33,2,1,2261.0,399.0,600.0,58,W,1,1,0,"[600, 700)"
Moss Park - Toronto,Condo Apt,679900,669525,640000.0,2.0,2,1,2597.0,613.0,800.0,70,N,1,1,1,"[800, 900)"
Waterfront Communities C1 - Toronto,Condo Apt,688000,651943,660000.0,1.0,1,0,2882.0,340.0,500.0,79,NW,0,0,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,629950,593121,580000.0,1.33,1,0,2253.0,491.0,600.0,92,W,1,1,1,"[600, 700)"
Niagara - Toronto,Condo Apt,585000,556909,555000.0,1.0,1,1,2158.0,486.0,600.0,93,SE,1,1,0,"[600, 700)"
Moss Park - Toronto,Condo Townhouse,590000,554650,625000.0,1.0,1,1,2159.0,458.0,500.0,1,SE,1,1,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,615000,601263,620000.0,1.33,2,1,2327.0,493.0,700.0,2,W,1,1,0,"[700, 800)"
Cabbagetown-South St. James Town - Toronto,Condo Apt,649900,645359,660000.0,2.33,2,1,2393.0,713.0,900.0,2,S,1,1,0,"[900, 1000)"
Church-Yonge Corridor - Toronto,Condo Apt,669000,659919,660000.0,1.66,2,1,2465.0,1096.0,1000.0,6,E,1,1,1,"[1000, 1100)"
Waterfront Communities C1 - Toronto,Condo Apt,649900,649160,715500.0,2.0,2,1,2657.0,652.0,700.0,7,S,1,1,0,"[700, 800)"
Church-Yonge Corridor - Toronto,Condo Apt,658000,656139,658000.0,2.0,2,1,2969.0,845.0,700.0,8,N,1,1,1,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,630000,609779,625000.0,1.0,1,0,2561.0,450.0,600.0,9,S,1,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,680000,665081,670000.0,1.33,1,1,2513.0,675.0,600.0,12,W,1,1,0,"[600, 700)"
Cabbagetown-South St. James Town - Toronto,Condo Apt,598888,587164,620000.0,2.0,1,1,2146.0,785.0,800.0,16,N,1,1,1,"[800, 900)"
Waterfront Communities C1 - Toronto,Condo Apt,599900,606261,590000.0,1.33,1,0,2429.0,455.0,600.0,49,W,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,619900,605027,615000.0,1.33,1,1,2093.0,406.0,600.0,50,W,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,559900,544296,545000.0,1.0,1,1,1870.0,420.0,500.0,55,E,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,695000,672789,685000.0,1.33,1,0,2322.5,450.0,600.0,57,W,0,0,0,"[600, 700)"
South Riverdale - Toronto,Condo Apt,499000,572807,558000.0,1.0,1,0,2045.0,319.0,500.0,92,N,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,680000,658255,660000.0,1.33,1,0,2141.0,457.0,600.0,114,S,1,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,619900,580445,562256.0,1.0,1,0,1775.0,545.0,0.0,134,N,1,1,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,588000,580009,580000.0,1.0,1,0,2243.0,360.0,500.0,1,S,0,1,0,"[500, 600)"
Little Portugal - Toronto,Condo Apt,569000,572396,569000.0,2.0,2,1,2291.0,526.0,700.0,1,E,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,585000,570578,608000.0,1.33,1,1,2075.0,369.0,600.0,1,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,589900,580504,585000.0,2.0,1,0,1942.0,701.0,700.0,3,S,1,1,1,"[700, 800)"
Niagara - Toronto,Condo Townhouse,658888,649838,645000.0,2.0,1,1,2279.0,357.0,600.0,5,N,1,1,1,"[600, 700)"
Cabbagetown-South St. James Town - Toronto,Condo Apt,639900,635989,625000.0,2.0,2,1,2252.0,670.0,800.0,5,S,1,1,0,"[800, 900)"
Waterfront Communities C1 - Toronto,Condo Apt,598800,573744,605000.0,1.0,1,0,1961.0,294.0,0.0,5,S,1,1,0,"[0, 500)"
Little Portugal - Toronto,Condo Apt,639000,621823,639000.0,2.0,1,0,1728.0,391.0,600.0,5,E,1,1,0,"[600, 700)"
Regent Park - Toronto,Condo Apt,698000,684163,690000.0,2.0,2,1,2273.0,600.0,700.0,6,NE,1,1,0,"[700, 800)"
Regent Park - Toronto,Condo Apt,689900,675931,676000.0,2.0,2,1,2426.0,585.0,600.0,7,W,1,1,0,"[600, 700)"
Moss Park - Toronto,Condo Apt,699900,708581,743500.0,2.0,2,1,2855.0,592.0,800.0,7,E,0,1,0,"[800, 900)"
Yonge-Eglinton - Toronto,Condo Apt,590000,587078,570000.0,1.0,1,0,2500.0,346.0,500.0,18,W,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,587666,588000.0,1.0,1,1,1997.0,465.0,600.0,14,W,1,1,0,"[600, 700)"
South Parkdale - Toronto,Condo Townhouse,599000,634688,601500.0,2.33,1,1,2717.0,492.0,800.0,14,W,0,1,0,"[800, 900)"
Roncesvalles - Toronto,Condo Apt,578000,565712,540000.0,0.0,1,0,1654.0,335.0,0.0,43,S,0,1,0,"[0, 500)"
Church-Yonge Corridor - Toronto,Condo Apt,599000,646556,561000.0,1.0,1,0,2387.0,484.4277620396601,600.0,104,NW,0,0,0,"[600, 700)"
Niagara - Toronto,Condo Apt,649900,615545,600000.0,1.33,1,1,2237.0,499.0,600.0,110,NW,1,1,0,"[600, 700)"
Woodbine-Lumsden - Toronto,Detached,699900,783843,900000.0,2.33,2,0,2705.0,760.2142857142857,900.0,0,S,0,0,0,"[900, 1000)"
Bay Street Corridor - Toronto,Condo Apt,559900,553168,555000.0,1.0,1,0,2458.0,377.0,600.0,1,W,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,550000,558993,615000.0,1.0,1,1,2083.0,470.0,600.0,5,S,0,1,0,"[600, 700)"
Thorncliffe Park - Toronto,Condo Apt,649000,644930,642000.0,2.0,2,1,2384.0,614.0,800.0,7,NW,1,1,0,"[800, 900)"
Bay Street Corridor - Toronto,Condo Apt,569000,553479,552000.0,0.0,1,0,2501.0,445.0,600.0,10,E,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,639999,626525,635000.0,1.33,1,0,2399.0,538.0,600.0,10,SE,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,615000,608283,600000.0,1.33,1,0,2962.0,348.0,500.0,11,S,1,0,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Townhouse,689000,671542,689000.0,1.0,1,1,2141.0,429.0,600.0,11,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,649000,642709,635000.0,1.33,1,1,2222.0,584.0,700.0,11,NW,1,1,1,"[700, 800)"
Mount Pleasant West - Toronto,Condo Apt,675000,666249,665000.0,1.33,2,0,3050.0,452.0,600.0,12,S,0,0,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,619900,592154,600000.0,1.0,1,0,2164.0,294.0,500.0,13,W,0,1,0,"[500, 600)"
