Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality
C5137368,Unit 1807 - 105 George St,Moss Park - Toronto,Condo Apt,638000,672352,2021-03-12 00:00:00,660000.0,1.33,2,0,2447.0,"Condo Apt, Apartment",503.0,,600.0,,"water,heat",8,28.0,2021-03-04 00:00:00,2021-03-12 00:00:00,1923.0,1.95,George & Adelaide,"Bike Storage, Concierge, Exercise Room, Guest Suites, Media Room, Visitor Parking",S,Toronto
C5135425,Unit 202 - 39 Parliament St,Waterfront Communities C8 - Toronto,Condo Apt,599988,633101,2021-03-12 00:00:00,670000.0,1.0,1,0,1817.0,"Condo Apt, Apartment",439.0,,600.0,,"water,hydro,heat",9,30.0,2021-03-03 00:00:00,2021-03-12 00:00:00,1588.0,1.69,Parliament & Mill Street,"Bbqs Allowed, Bike Storage, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",S,Toronto
C5134678,Unit 1326 - 629 King St W,Waterfront Communities C1 - Toronto,Condo Apt,579999,606995,2021-03-15 00:00:00,650000.0,1.0,1,0,2513.0,"Condo Apt, Apartment",427.0,0-5,500.0,,"water,heat",9,30.0,2021-03-03 00:00:00,2021-03-15 00:00:00,1708.0,1.87,King St W &  Bathurst,"Bbqs Allowed, Bike Storage, Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden",S,Toronto
C5123447,Unit 2423 - 33 Harbour Sq,Waterfront Communities C1 - Toronto,Condo Apt,569900,583823,2021-03-12 00:00:00,560000.0,1.0,1,1,1800.0,"Condo Apt, Bachelor/Studio",472.0,,500.0,,"water,hydro,heat",18,31.0,2021-02-22 00:00:00,2021-03-12 00:00:00,1800.0,2.15,Bay & Queens Quay,,N,Toronto
40063990,Unit 301 - 75 DONWAY Way W,Banbury-Don Mills - Toronto,Condo/Apt Unit,564999,547357,2021-03-13 00:00:00,544999.0,1.0,1,0,2069.0,"Condo/Apt Unit, 1 Storey/Apt",,,609.0,,,38,,2021-02-02 00:00:00,2021-03-12 00:00:00,,,,"Concierge,Elevator,Exercise Room,Party Room,Roof Top Deck/Garden,Visitor Parking",,Toronto
C5107848,Unit 405 - 263 Wellington St W,Waterfront Communities C1 - Toronto,Condo Apt,632000,659773,2021-03-12 00:00:00,622000.0,1.33,1,1,2057.0,"Condo Apt, Apartment",771.0,,700.0,,"water,hydro,heat",32,33.0,2021-02-08 00:00:00,2021-03-12 00:00:00,1767.0,1.28,Wellington St W & Blue Jay Way,,E,Toronto
C5147341,Unit 1004 - 138 Princess St,Waterfront Communities C8 - Toronto,Condo Apt,649900,692367,2021-03-12 00:00:00,705000.0,1.33,1,1,2441.0,"Condo Apt, Apartment",496.0,,600.0,,water,0,33.0,2021-03-11 00:00:00,2021-03-12 00:00:00,1950.0,1.86,King Street East & Sherbourne,"Party/Meeting Room, Security System, Visitor Parking",N,Toronto
W5145473,Unit 115 - 20 Gothic Ave,High Park North - Toronto,Condo Apt,599900,653249,2021-03-12 00:00:00,617000.0,1.0,1,1,2411.0,"Condo Apt, Apartment",496.0,,500.0,,water,1,22.0,2021-03-10 00:00:00,2021-03-12 00:00:00,1900.0,1.97,Bloor Street West & Quebec Ave,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Rooftop Deck/Garden, Visitor Parking",NW,Toronto
C5144377,Unit 1106 - 16 Bonnycastle St,Waterfront Communities C8 - Toronto,Condo Apt,679000,699666,2021-03-15 00:00:00,679000.0,1.33,1,0,2543.0,"Condo Apt, Apartment",476.0,0-5,600.0,,,2,33.0,2021-03-09 00:00:00,2021-03-15 00:00:00,1980.0,1.93,Lower Sherourne & Lakeshore,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Gym, Visitor Parking",SW,Toronto
C5144005,Unit 628 - 21 Iceboat Terr,Waterfront Communities C1 - Toronto,Condo Apt,638000,663368,2021-03-12 00:00:00,638000.0,1.33,1,1,2135.0,"Condo Apt, Apartment",474.0,6-10,500.0,,"water,heat",2,30.0,2021-03-09 00:00:00,2021-03-12 00:00:00,1841.0,1.89,Spadina & Fort York,"Bbqs Allowed, Bike Storage, Concierge, Guest Suites, Gym, Indoor Pool",E,Toronto
C5142325,Unit 1009 - 30 Roehampton Ave,Mount Pleasant West - Toronto,Condo Apt,689000,703607,2021-03-11 00:00:00,683000.0,1.33,1,1,2957.0,"Condo Apt, Apartment",516.0,0-5,600.0,,heat,3,34.0,2021-03-08 00:00:00,2021-03-11 00:00:00,2056.0,1.89,Yonge & Eglinton,"Gym, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Security Guard",E,Toronto
W5139335,Unit 602 - 45 Southport St,High Park-Swansea - Toronto,Condo Apt,599900,662495,2021-03-12 00:00:00,676000.0,2.0,2,1,2099.0,"Condo Apt, Apartment",716.0,,900.0,,"water,hydro,heat",6,22.0,2021-03-05 00:00:00,2021-03-12 00:00:00,2261.0,2.36,South Kingsway & Queensway,"Exercise Room, Indoor Pool, Party/Meeting Room, Sauna, Tennis Court, Visitor Parking",W,Toronto
C5137321,Unit 314 - 320 Richmond St E,Moss Park - Toronto,Condo Apt,599000,660521,2021-03-12 00:00:00,705000.0,1.33,2,0,2267.0,"Condo Apt, Apartment",463.0,6-10,700.0,,"water,heat",7,28.0,2021-03-04 00:00:00,2021-03-12 00:00:00,1875.0,2.02,Richmond & Sherbourne,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Party/Meeting Room",W,Toronto
E5136822,Unit 1 - 32 Curzon St,South Riverdale - Toronto,Condo Townhouse,699000,782824,2021-03-12 00:00:00,858000.0,2.0,1,1,2903.0,"Condo Townhouse, Multi-Level",545.0,,1000.0,Finished,water,7,10.0,2021-03-04 00:00:00,2021-03-12 00:00:00,1871.0,1.53,Leslie & Queen,,E,Toronto
C5136103,Unit 613 - 68 Merton St W,Mount Pleasant West - Toronto,Condo Apt,649000,697035,2021-03-12 00:00:00,675000.0,1.33,2,2,2885.0,"Condo Apt, Multi-Level",633.0,0-5,600.0,,"water,heat",8,33.0,2021-03-03 00:00:00,2021-03-12 00:00:00,2129.0,1.86,Davisville & Yonge,,NW,Toronto
C5130750,Unit 1104 - 295 Adelaide St W,Waterfront Communities C1 - Toronto,Condo Apt,699000,743912,2021-03-15 00:00:00,702000.0,1.33,1,0,2933.0,"Condo Apt, Apartment",485.0,,700.0,,"water,heat",13,31.0,2021-02-26 00:00:00,2021-03-15 00:00:00,1844.0,1.61,John & Adelaide,,NE,Toronto
C5130247,Unit 230 - 150 Farnham Ave,Yonge-St. Clair - Toronto,Condo Apt,599000,603404,2021-03-11 00:00:00,606000.0,1.0,1,1,2075.0,"Condo Apt, Apartment",549.0,51-99,700.0,,"water,heat",13,37.0,2021-02-26 00:00:00,2021-03-11 00:00:00,1970.0,2.03,Avenue & St. Clair,Security System,NW,Toronto
C5128000,Unit 2708 - 397 Front St W,Waterfront Communities C1 - Toronto,Condo Apt,625000,653967,2021-03-11 00:00:00,635000.0,1.33,1,1,2084.0,"Condo Apt, Apartment",511.0,0-5,600.0,,"water,hydro,heat",14,31.0,2021-02-25 00:00:00,2021-03-11 00:00:00,1993.0,2.16,Front & Spadina,"Concierge, Exercise Room, Indoor Pool, Recreation Room, Sauna, Security Guard",N,Toronto
C5127770,Unit 706 - 397 Front St W,Waterfront Communities C1 - Toronto,Condo Apt,599000,643529,2021-03-15 00:00:00,620000.0,1.33,1,1,2093.0,"Condo Apt, Apartment",525.0,,600.0,,"water,hydro,heat",14,31.0,2021-02-25 00:00:00,2021-03-15 00:00:00,1993.0,2.18,Spadina & Front,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",N,Toronto
C5112385,Unit 1118 - 650 Queens Quay St W,Waterfront Communities C1 - Toronto,Condo Apt,589000,622584,2021-03-12 00:00:00,575000.0,1.66,1,1,2079.0,"Condo Apt, Apartment",624.0,,600.0,,"water,hydro,heat",28,33.0,2021-02-11 00:00:00,2021-03-12 00:00:00,2331.0,2.68,Queens Quay & Bathurst,"Concierge, Exercise Room, Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",S,Toronto
C5109243,Unit 1601 - 170 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,650000,648371,2021-03-11 00:00:00,640000.0,1.0,1,0,2081.0,"Condo Apt, Apartment",525.0,,600.0,,"water,heat",30,33.0,2021-02-09 00:00:00,2021-03-11 00:00:00,1583.0,1.01,Bathurst & Fort Y`ork,,W,Toronto
W5104680,Unit 413 - 385 Osler St,Weston-Pellam Park - Toronto,Condo Townhouse,638888,676532,2021-03-12 00:00:00,638888.0,1.33,1,1,2765.0,"Condo Townhouse, Apartment",433.0,New,600.0,,,37,22.0,2021-02-02 00:00:00,2021-03-12 00:00:00,2357.0,2.82,St Clair West & Old Weston Rd,"Bbqs Allowed, Bike Storage, Exercise Room, Party/Meeting Room, Security System",S,Toronto
C5144768,Unit 1208 - 21 Iceboat Terr,Waterfront Communities C1 - Toronto,Condo Apt,579900,626800,2021-03-12 00:00:00,650000.0,1.33,1,1,2579.0,"Condo Apt, Apartment",541.0,6-10,600.0,,"water,heat",0,30.0,2021-03-10 00:00:00,2021-03-12 00:00:00,1841.0,1.81,Fort York & Spadina,"Concierge, Exercise Room, Indoor Pool, Media Room, Party/Meeting Room, Squash/Racquet Court",S,Toronto
C5143256,Unit 415 - 60 Colborne St,Church-Yonge Corridor - Toronto,Condo Apt,649900,692303,2021-03-12 00:00:00,667000.0,1.33,1,0,2867.0,"Condo Apt, Apartment",595.0,0-5,600.0,,heat,1,35.0,2021-03-09 00:00:00,2021-03-12 00:00:00,1650.0,1.12,King St. E & Church & Front St. E,"Bike Storage, Concierge, Exercise Room, Guest Suites, Outdoor Pool",S,Toronto
C5143141,Unit 3111 - 219 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,649900,676150,2021-03-11 00:00:00,685000.0,1.33,1,1,2105.0,"Condo Apt, Apartment",503.0,,600.0,,"water,heat",1,30.0,2021-03-09 00:00:00,2021-03-10 00:00:00,1812.0,1.76,Lake Shore,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",SW,Toronto
C5142902,Unit 511 - 320 Richmond St E,Moss Park - Toronto,Condo Apt,669000,705987,2021-03-11 00:00:00,762000.0,1.33,2,1,2485.0,"Condo Apt, Apartment",526.0,6-10,700.0,,"water,heat",1,28.0,2021-03-09 00:00:00,2021-03-11 00:00:00,2512.0,2.69,Richmond & Sherbourne,"Bike Storage, Concierge, Exercise Room, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",W,Toronto
C5142850,Unit 1107 - 159 Dundas St E,Church-Yonge Corridor - Toronto,Condo Apt,659000,696464,2021-03-12 00:00:00,725000.0,2.0,2,1,2807.0,"Condo Apt, Apartment",622.0,0-5,600.0,,"water,heat",2,35.0,2021-03-08 00:00:00,2021-03-12 00:00:00,1891.0,1.5,Dundas & Jarvis,"Concierge, Gym, Media Room, Outdoor Pool, Rooftop Deck/Garden, Security Guard",N,Toronto
C5141984,Unit 1501 - 55 Regent Park Blvd,Regent Park - Toronto,Condo Apt,599000,635577,2021-03-11 00:00:00,685000.0,1.33,1,1,2153.0,"Condo Apt, Apartment",507.0,,600.0,,"water,heat",2,25.0,2021-03-08 00:00:00,2021-03-11 00:00:00,1838.0,1.97,Dundas & River,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",E,Toronto
C5141870,Unit 1810 - 501 St Clair Ave W,Casa Loma - Toronto,Condo Apt,553800,549203,2021-03-12 00:00:00,565000.0,1.0,1,0,2204.0,"Condo Apt, Apartment",464.0,,500.0,,"water,heat",2,26.0,2021-03-08 00:00:00,2021-03-12 00:00:00,1850.0,2.32,Bathurst & St Clair W,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Security Guard",W,Toronto
C5140702,Unit 1108 - 76 Shuter St,Church-Yonge Corridor - Toronto,Condo Apt,598000,625245,2021-03-12 00:00:00,637500.0,1.33,1,0,2147.0,"Condo Apt, Apartment",665.0,,700.0,,"water,hydro,heat",4,36.0,2021-03-06 00:00:00,2021-03-12 00:00:00,1700.0,1.33,Church & Shuter,"Concierge, Exercise Room, Gym, Party/Meeting Room, Sauna, Visitor Parking",S,Toronto
W5138680,Unit 218 - 812 Lansdowne Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,555000,584205,2021-03-11 00:00:00,531000.0,1.33,1,0,1667.0,"Condo Apt, Apartment",366.0,,600.0,,"water,heat",5,14.0,2021-03-05 00:00:00,2021-03-11 00:00:00,1713.0,2.38,Dupont & Lansdowne,"Exercise Room, Games Room, Party/Meeting Room, Sauna, Visitor Parking",N,Toronto
C5138510,Unit 601 - 68 Merton St,Mount Pleasant West - Toronto,Condo Apt,639900,669406,2021-03-12 00:00:00,667000.0,1.33,1,1,2501.0,"Condo Apt, Apartment",562.0,0-5,600.0,,"water,heat",5,33.0,2021-03-05 00:00:00,2021-03-12 00:00:00,1945.0,1.85,Yonge & Eglinton,"Concierge, Exercise Room, Guest Suites, Media Room, Party/Meeting Room, Visitor Parking",S,Toronto
C5137505,Unit 1101 - 200 Sackville St,Regent Park - Toronto,Condo Apt,599000,626302,2021-03-12 00:00:00,605000.0,1.33,1,0,1800.0,"Condo Apt, Apartment",340.0,0-5,500.0,,"water,heat",6,27.0,2021-03-04 00:00:00,2021-03-12 00:00:00,1775.0,2.27,Dundas & Parliament,,E,Toronto
C5136865,Unit 607 - 12 Bonnycastle St,Waterfront Communities C8 - Toronto,Condo Apt,669000,680795,2021-03-11 00:00:00,660100.0,1.33,1,0,2255.0,"Condo Apt, Apartment",470.0,0-5,600.0,,,6,30.0,2021-03-04 00:00:00,2021-03-11 00:00:00,2028.0,2.13,Queens Quay East & Bonnycastle,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Guest Suites, Outdoor Pool, Visitor Parking",E,Toronto
C5136114,Unit 317 - 168 Simcoe St,Waterfront Communities C1 - Toronto,Condo Apt,558000,576165,2021-03-14 00:00:00,551000.0,1.0,1,0,1919.0,"Condo Apt, Apartment",600.0,,600.0,,"water,hydro,heat",7,30.0,2021-03-03 00:00:00,2021-03-14 00:00:00,1513.0,1.33,University & Richmond,"Concierge, Gym, Media Room, Party/Meeting Room, Security Guard, Visitor Parking",N,Toronto
C5135727,Unit 3010 - 33 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,599000,611721,2021-03-11 00:00:00,599000.0,1.0,1,0,2099.0,"Condo Apt, Apartment",370.0,,0.0,,"water,heat",7,36.0,2021-03-03 00:00:00,2021-03-11 00:00:00,1740.0,2.01,Yomge & Bloor,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto
C5135181,Unit 1909 - 832 Bay St,Bay Street Corridor - Toronto,Condo Apt,579900,577783,2021-03-12 00:00:00,604000.0,1.0,1,0,1889.0,"Condo Apt, Apartment",274.0,6-10,0.0,,"water,heat",7,41.0,2021-03-03 00:00:00,2021-03-12 00:00:00,1600.0,2.06,Bay & College,,S,Toronto
C5134939,Unit 801 - 1 Cole St,Regent Park - Toronto,Condo Apt,699999,728269,2021-03-11 00:00:00,807500.0,2.0,1,1,2471.0,"Condo Apt, Apartment",599.0,4,700.0,,"water,heat",7,32.0,2021-03-03 00:00:00,2021-03-10 00:00:00,2057.0,1.78,Dundas St E & Parliament St,"Concierge, Games Room, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",NW,Toronto
C5130486,Unit 308 - 10 Navy Wharf Crt,Waterfront Communities C1 - Toronto,Condo Apt,664900,675554,2021-03-10 00:00:00,664000.0,1.33,1,1,2183.0,"Condo Apt, Apartment",568.0,,600.0,,"water,hydro,heat",11,31.0,2021-02-27 00:00:00,2021-03-10 00:00:00,1967.0,1.89,Spadina Ave & Bremner Blvd,"Concierge, Gym, Indoor Pool, Recreation Room, Squash/Racquet Court, Visitor Parking",E,Toronto
C5128997,Unit 508 - 100 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,599900,624972,2021-03-11 00:00:00,620000.0,1.33,1,1,2075.0,"Condo Apt, Apartment",639.0,,500.0,,water,12,37.0,2021-02-26 00:00:00,2021-03-11 00:00:00,1975.0,1.89,Blood & Church,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto
C5121528,Unit 4612 - 14 York St,Waterfront Communities C1 - Toronto,Condo Apt,650000,678344,2021-03-12 00:00:00,650000.0,1.33,1,0,2675.0,"Condo Apt, Apartment",438.0,0-5,500.0,,"water,heat",20,32.0,2021-02-18 00:00:00,2021-03-12 00:00:00,2102.0,2.29,York St. & Bremner Blvd.,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Sauna",E,Toronto
C5081050,Unit 501 - 1 Scott St,Waterfront Communities C8 - Toronto,Condo Apt,629000,646463,2021-03-10 00:00:00,615000.0,1.0,1,0,2255.0,"Condo Apt, Apartment",377.0,6-10,600.0,Other,"water,heat",58,27.0,2021-01-11 00:00:00,2021-03-10 00:00:00,1600.0,1.82,Front & Esplanade & East Of Yonge,"Concierge, Games Room, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",E,Toronto
C5074672,Unit 316 - 168 Simcoe St,Waterfront Communities C1 - Toronto,Condo Apt,563900,599591,2021-03-11 00:00:00,557500.0,1.0,1,0,2497.0,"Condo Apt, Apartment",601.0,,600.0,Other,"water,hydro,heat",65,33.0,2021-01-04 00:00:00,2021-03-11 00:00:00,1502.0,1.26,University & Richmond,,N,Toronto
C5142311,Unit 526 - 170 Sumach St,Regent Park - Toronto,Condo Apt,565000,582560,2021-03-11 00:00:00,625000.0,1.0,1,1,2033.0,"Condo Apt, Apartment",516.0,,600.0,,"water,heat",1,25.0,2021-03-08 00:00:00,2021-03-10 00:00:00,1900.0,2.23,Dundas &  Parliament,"Bike Storage, Concierge, Gym, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",N,Toronto
C5140930,Unit 1708 - 88 Harbour St,Waterfront Communities C1 - Toronto,Condo Apt,599000,624908,2021-03-11 00:00:00,730000.0,1.0,1,0,2075.0,"Condo Apt, Apartment",428.0,0-5,500.0,,"water,heat",2,30.0,2021-03-07 00:00:00,2021-03-11 00:00:00,1733.0,1.91,York & Queens Quay,"Concierge, Exercise Room, Games Room, Gym, Indoor Pool",S,Toronto
C5138452,Unit 812 - 230 King St E,Moss Park - Toronto,Condo Apt,599900,660377,2021-03-13 00:00:00,665000.0,1.66,1,1,2471.0,"Condo Apt, Apartment",639.0,16-30,700.0,,"water,hydro,heat",4,28.0,2021-03-05 00:00:00,2021-03-13 00:00:00,2303.0,2.46,King & Sherbourne,"Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Security System, Visitor Parking",W,Toronto
E5137034,Unit 116 - 2320 Gerrard St E,East End-Danforth - Toronto,Condo Townhouse,699900,797631,2021-03-10 00:00:00,807000.0,2.33,2,1,3364.0,"Condo Townhouse, Stacked Townhse",600.0,6-10,1000.0,"Finished, None",water,5,9.0,2021-03-04 00:00:00,2021-03-09 00:00:00,2415.0,2.22,Gerrard & Victoria Park,"Bbqs Allowed, Visitor Parking",E,Toronto
C5136397,Unit 1014 - 15 Vicora Link Way,Flemingdon Park - Toronto,Condo Apt,660000,666383,2021-03-10 00:00:00,635000.0,3.0,2,1,1450.0,"Condo Apt, Apartment",762.0,,1000.0,,"water,hydro,heat",6,26.0,2021-03-03 00:00:00,2021-03-10 00:00:00,2200.0,2.12,Eglinton Av. East & Don Mills Rd,"Exercise Room, Indoor Pool, Recreation Room, Sauna, Security Guard, Visitor Parking",SW,Toronto
C5135629,Unit 4103 - 41 Sudbury St,Niagara - Toronto,Condo Townhouse,699000,772768,2021-03-10 00:00:00,818000.0,3.0,1,1,2660.0,"Condo Townhouse, Stacked Townhse",462.0,6-15,800.0,,"water,hydro,heat",6,20.0,2021-03-03 00:00:00,2021-03-10 00:00:00,2623.0,2.76,Queen & Dovercourt,,N,Toronto
C5135450,Unit 401 - 45 Carlton St,Church-Yonge Corridor - Toronto,Condo Apt,699000,726116,2021-03-10 00:00:00,810000.0,1.33,1,1,2495.0,"Condo Apt, Apartment",800.0,,1000.0,,"water,hydro,heat",6,36.0,2021-03-03 00:00:00,2021-03-10 00:00:00,2042.0,1.51,Church & Carlton,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",S,Toronto
"W5134853, 40072340",501 Silverthorn Ave,Caledonia-Fairbank - Toronto,Detached,699900,818213,2021-03-11 00:00:00,860007.0,3.0,2,0,2501.0,"Detached, Bungalow-Raised",,51-99,950.0,,,6,23.0,2021-03-03 00:00:00,2021-03-10 00:00:00,2673.0,3.39,Eglinton & Keele,,,Toronto
C5134634,Unit 2406 - 28 Wellesley St E,Church-Yonge Corridor - Toronto,Condo Apt,599000,603244,2021-03-11 00:00:00,666600.0,1.0,1,0,1793.0,"Condo Apt, Apartment",379.0,0-5,0.0,,"water,heat",6,36.0,2021-03-03 00:00:00,2021-03-11 00:00:00,1517.0,1.66,Yonge & Wellesley,"Concierge, Gym, Party/Meeting Room",E,Toronto
C5134349,Unit 1705 - 21 Balmuto St,Bay Street Corridor - Toronto,Condo Apt,674000,671101,2021-03-10 00:00:00,680000.0,1.0,1,0,2855.0,"Condo Apt, Apartment",534.0,,500.0,,water,7,41.0,2021-03-02 00:00:00,2021-03-10 00:00:00,1660.0,1.25,Yonge & Bloor,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",NW,Toronto
C5132527,Unit 1516 - 650 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,639000,663894,2021-03-10 00:00:00,625000.0,1.33,1,1,2417.0,"Condo Apt, Apartment",653.0,16-30,700.0,,"water,hydro,heat",11,30.0,2021-02-26 00:00:00,2021-03-09 00:00:00,1885.0,1.6,Bathurst & Queens Quay,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",SW,Toronto
C5132488,Unit 2011 - 85 Wood St,Church-Yonge Corridor - Toronto,Condo Apt,690000,695895,2021-03-10 00:00:00,695100.0,1.33,1,0,2411.0,"Condo Apt, Apartment",398.0,0-5,500.0,,heat,8,36.0,2021-03-01 00:00:00,2021-03-09 00:00:00,1750.0,1.7,Church & Carlton,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto
W5131694,Unit 3014 - 105 The Queensway Ave,High Park-Swansea - Toronto,Condo Apt,599000,654081,2021-03-10 00:00:00,711000.0,1.33,1,1,2195.0,"Condo Apt, Apartment",600.0,6-10,700.0,,"water,heat",8,22.0,2021-03-01 00:00:00,2021-03-10 00:00:00,1896.0,1.91,The Queensway & Windermere,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Tennis Court, Visitor Parking",E,Toronto
C5131003,Unit 512 - 297 College St,Kensington-Chinatown - Toronto,Condo Apt,645000,643634,2021-03-11 00:00:00,639999.0,1.33,1,0,2219.0,"Condo Apt, Apartment",450.0,,500.0,,heat,9,36.0,2021-02-28 00:00:00,2021-03-11 00:00:00,1813.0,1.88,College & Spadina,"Concierge, Exercise Room, Media Room, Party/Meeting Room, Recreation Room, Security Guard",W,Toronto
C5125234,Unit 411 - 600 Eglinton Ave E,Mount Pleasant East - Toronto,Condo Apt,550000,564645,2021-03-10 00:00:00,562000.0,1.33,1,1,1913.0,"Condo Apt, Apartment",745.0,,700.0,,water,14,26.0,2021-02-23 00:00:00,2021-03-09 00:00:00,1943.0,1.92,Bayview & Eglinton,"Exercise Room, Party/Meeting Room",S,Toronto
C5122936,Unit 815 - 260 Sackville St,Regent Park - Toronto,Condo Apt,679900,712611,2021-03-11 00:00:00,657000.0,1.33,2,1,2255.0,"Condo Apt, Apartment",608.0,,700.0,,"water,heat",15,29.0,2021-02-22 00:00:00,2021-03-10 00:00:00,1925.0,1.64,Dundas & River,"Concierge, Exercise Room, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto
C5106740,Unit 801 - 101 Peter St,Waterfront Communities C1 - Toronto,Condo Apt,600000,601944,2021-03-12 00:00:00,603550.0,1.0,1,0,2120.0,"Condo Apt, Apartment",330.0,6-10,500.0,,"water,heat",31,32.0,2021-02-06 00:00:00,2021-03-12 00:00:00,1567.0,1.84,Adelaide St. & Peter St.,"Bus Ctr (Wifi Bldg), Concierge, Gym, Media Room, Party/Meeting Room, Recreation Room",NE,Toronto
C5099856,Unit 1602 - 33 Charles St,Bay Street Corridor - Toronto,Condo Apt,624888,620764,2021-03-10 00:00:00,615000.0,1.0,1,0,2130.0,"Condo Apt, Apartment",370.0,,500.0,,"water,heat",36,42.0,2021-02-01 00:00:00,2021-03-10 00:00:00,1674.0,1.86,Yonge & Bloor,"Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",E,Toronto
C5098992,Unit 1312 - 15 Lower Jarvis St,Waterfront Communities C8 - Toronto,Condo Apt,679900,683935,2021-03-10 00:00:00,668000.0,1.33,1,0,,"Condo Apt, Apartment",386.0,New,600.0,,"water,heat",38,31.0,2021-01-30 00:00:00,2021-03-09 00:00:00,1750.0,2.22,Lower Jarvis & Queens Quay,"Concierge, Exercise Room, Sauna",NE,Toronto
C5141974,Unit 1213 - 320 Richmond St E,Moss Park - Toronto,Condo Apt,685000,700681,2021-03-08 00:00:00,685000.0,1.33,2,1,2297.0,"Condo Apt, Apartment",501.0,,600.0,,"water,heat",0,,2021-03-08 00:00:00,2021-03-08 00:00:00,,,Sherbourne & Richmond,"Concierge, Exercise Room, Rooftop Deck/Garden",W,Toronto
C5140504,Unit 2207 - 50 Charles St E,Church-Yonge Corridor - Toronto,Condo Apt,625000,633040,2021-03-09 00:00:00,682000.0,1.0,1,0,2267.0,"Condo Apt, Apartment",316.0,0-5,500.0,,"water,heat",2,36.0,2021-03-06 00:00:00,2021-03-09 00:00:00,1608.0,1.79,Yonge & Bloor,"Bike Storage, Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden",W,Toronto
C5140439,Unit 709 - 188 Cumberland St,Annex - Toronto,Condo Apt,569000,576460,2021-03-09 00:00:00,570000.0,1.0,1,0,2418.0,"Condo Apt, Multi-Level",330.0,New,0.0,,,2,35.0,2021-03-06 00:00:00,2021-03-09 00:00:00,1583.0,1.87,Avenue & Bloor,,S,Toronto
C5140407,Unit 2706 - 68 Shuter St,Church-Yonge Corridor - Toronto,Condo Apt,568000,580127,2021-03-08 00:00:00,603800.0,1.33,1,0,2249.0,"Condo Apt, Apartment",428.0,0-5,500.0,,"water,heat",3,36.0,2021-03-05 00:00:00,2021-03-08 00:00:00,1620.0,1.75,Church St & Shuter St,"Bike Storage, Concierge, Gym, Rooftop Deck/Garden, Sauna, Visitor Parking",W,Toronto
C5138502,Unit 1511 - 297 College St,Kensington-Chinatown - Toronto,Condo Apt,519000,588938,2021-03-09 00:00:00,638000.0,1.33,1,0,2195.0,"Condo Apt, Apartment",410.0,0-5,500.0,,,5,31.0,2021-03-03 00:00:00,2021-03-09 00:00:00,1813.0,2.39,College & Spadina,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room",W,Toronto
